Year,GPI,Income,Continent,Continent_GR,Income_GR
2009,0.98989999294281,Upper-middle Income,Central & West Asia,0.008255170546482475,0.0013233357148632369
2008,0.995670020580292,Upper-middle Income,Central & West Asia,0.008255170546482475,0.0013233357148632369
2007,1.00601005554199,Upper-middle Income,Central & West Asia,0.008255170546482475,0.0013233357148632369
2000,1.07114005088806,Upper-middle Income,Central & West Asia,0.008255170546482475,0.0013233357148632369
2012,1.02155995368958,High Income,North America,0.0009799144171908714,-0.0001149303528571897
2011,1.00871002674103,High Income,North America,0.0009799144171908714,-0.0001149303528571897
2010,1.01460003852844,High Income,North America,0.0009799144171908714,-0.0001149303528571897
2009,1.00443994998932,High Income,North America,0.0009799144171908714,-0.0001149303528571897
2008,1.00560998916626,High Income,North America,0.0009799144171908714,-0.0001149303528571897
2007,0.986760020256042,High Income,North America,0.0009799144171908714,-0.0001149303528571897
2006,0.967980027198792,High Income,North America,0.0009799144171908714,-0.0001149303528571897
2005,0.963389992713928,High Income,North America,0.0009799144171908714,-0.0001149303528571897
2004,0.952910006046295,High Income,North America,0.0009799144171908714,-0.0001149303528571897
2003,0.97706001996994,High Income,North America,0.0009799144171908714,-0.0001149303528571897
2002,0.989000022411346,High Income,North America,0.0009799144171908714,-0.0001149303528571897
2001,0.999490022659302,High Income,North America,0.0009799144171908714,-0.0001149303528571897
2000,0.992659986019135,High Income,North America,0.0009799144171908714,-0.0001149303528571897
1999,1.01191997528076,High Income,North America,0.0009799144171908714,-0.0001149303528571897
2020,0.979290008544922,High Income,Oceania,0.0037407739093892893,-0.0001149303528571897
2019,0.964070022106171,High Income,Oceania,0.0037407739093892893,-0.0001149303528571897
2018,0.968850016593933,High Income,Oceania,0.0037407739093892893,-0.0001149303528571897
2017,0.937539994716644,High Income,Oceania,0.0037407739093892893,-0.0001149303528571897
2016,0.925170004367828,High Income,Oceania,0.0037407739093892893,-0.0001149303528571897
2015,0.925260007381439,High Income,Oceania,0.0037407739093892893,-0.0001149303528571897
1997,1.01998996734619,High Income,Oceania,0.0037407739093892893,-0.0001149303528571897
1996,0.997550010681152,High Income,Oceania,0.0037407739093892893,-0.0001149303528571897
1995,0.995710015296936,High Income,Oceania,0.0037407739093892893,-0.0001149303528571897
1994,0.9964399933815,High Income,Oceania,0.0037407739093892893,-0.0001149303528571897
1993,1.0004700422287,High Income,Oceania,0.0037407739093892893,-0.0001149303528571897
2020,0.985939979553223,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
2019,0.980939984321594,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
2018,0.974089980125427,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
2017,0.97172999382019,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
2016,0.971989989280701,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
2015,0.97282999753952,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
2014,0.972320020198822,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
2013,0.972970008850098,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
2012,0.971570014953613,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
2011,0.970080018043518,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
2010,0.968720018863678,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
2009,0.965240001678467,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
2008,0.96560001373291,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
2007,0.968810021877289,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
2006,0.969860017299652,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
2005,0.966250002384186,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
2004,0.963039994239807,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
2003,0.96341997385025,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
2002,0.964429974555969,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
2001,0.969579994678497,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
2000,0.969690024852753,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
1999,0.966949999332428,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
1998,0.961279988288879,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
1997,0.965650022029877,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
1996,0.960539996623993,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
1995,0.955839991569519,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
1994,0.955340027809143,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
1993,0.9514399766922,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
1992,0.946590006351471,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
1991,0.946959972381592,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
1990,0.940590023994446,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
1989,0.944019973278046,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
1988,0.931770026683807,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
1987,0.926389992237091,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
1986,0.931739985942841,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
1985,0.946359992027283,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
1984,0.930419981479645,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
1983,0.930199980735779,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
1982,0.935090005397797,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
1981,0.925480008125305,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
1976,0.925040006637573,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
1971,0.935630023479462,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
2021,0.993879973888397,Upper-middle Income,Central & West Asia,0.008255170546482475,0.0013233357148632369
2020,1.00514996051788,Upper-middle Income,Central & West Asia,0.008255170546482475,0.0013233357148632369
2019,1.01073002815247,Upper-middle Income,Central & West Asia,0.008255170546482475,0.0013233357148632369
2018,1.00261998176575,Upper-middle Income,Central & West Asia,0.008255170546482475,0.0013233357148632369
1997,1.03029000759125,Upper-middle Income,Central & West Asia,0.008255170546482475,0.0013233357148632369
1996,1.06005001068115,Upper-middle Income,Central & West Asia,0.008255170546482475,0.0013233357148632369
1995,1.05991995334625,Upper-middle Income,Central & West Asia,0.008255170546482475,0.0013233357148632369
1994,0.939000010490417,Upper-middle Income,Central & West Asia,0.008255170546482475,0.0013233357148632369
1993,0.96126002073288,Upper-middle Income,Central & West Asia,0.008255170546482475,0.0013233357148632369
1992,0.983900010585785,Upper-middle Income,Central & West Asia,0.008255170546482475,0.0013233357148632369
1991,0.996630012989044,Upper-middle Income,Central & West Asia,0.008255170546482475,0.0013233357148632369
2006,0.980809986591339,High Income,North America,0.0009799144171908714,-0.0001149303528571897
2005,0.979839980602264,High Income,North America,0.0009799144171908714,-0.0001149303528571897
2004,0.981630027294159,High Income,North America,0.0009799144171908714,-0.0001149303528571897
2002,1.01610994338989,High Income,North America,0.0009799144171908714,-0.0001149303528571897
1999,0.975399971008301,High Income,North America,0.0009799144171908714,-0.0001149303528571897
1997,1.1091400384903,High Income,North America,0.0009799144171908714,-0.0001149303528571897
1995,1.00167000293732,High Income,North America,0.0009799144171908714,-0.0001149303528571897
1993,1.01801002025604,High Income,North America,0.0009799144171908714,-0.0001149303528571897
1992,1.01503002643585,High Income,North America,0.0009799144171908714,-0.0001149303528571897
1986,1.0718400478363,High Income,North America,0.0009799144171908714,-0.0001149303528571897
1985,1.07544994354248,High Income,North America,0.0009799144171908714,-0.0001149303528571897
1983,1.07521998882294,High Income,North America,0.0009799144171908714,-0.0001149303528571897
1982,1.08545005321503,High Income,North America,0.0009799144171908714,-0.0001149303528571897
2019,1.03770005702972,High Income,Central & West Asia,0.008255170546482475,-0.0001149303528571897
2018,1.02155005931854,High Income,Central & West Asia,0.008255170546482475,-0.0001149303528571897
2017,1.01399004459381,High Income,Central & West Asia,0.008255170546482475,-0.0001149303528571897
2016,1.01494002342224,High Income,Central & West Asia,0.008255170546482475,-0.0001149303528571897
2015,1.00213003158569,High Income,Central & West Asia,0.008255170546482475,-0.0001149303528571897
2014,1.00918996334076,High Income,Central & West Asia,0.008255170546482475,-0.0001149303528571897
2013,1.01445996761322,High Income,Central & West Asia,0.008255170546482475,-0.0001149303528571897
2012,1.01332998275757,High Income,Central & West Asia,0.008255170546482475,-0.0001149303528571897
2011,0.998660027980804,High Income,Central & West Asia,0.008255170546482475,-0.0001149303528571897
2006,1.07209002971649,High Income,Central & West Asia,0.008255170546482475,-0.0001149303528571897
2005,1.06912994384766,High Income,Central & West Asia,0.008255170546482475,-0.0001149303528571897
2004,1.06941998004913,High Income,Central & West Asia,0.008255170546482475,-0.0001149303528571897
2003,1.07104003429413,High Income,Central & West Asia,0.008255170546482475,-0.0001149303528571897
2002,1.06584000587463,High Income,Central & West Asia,0.008255170546482475,-0.0001149303528571897
2001,1.05332005023956,High Income,Central & West Asia,0.008255170546482475,-0.0001149303528571897
2000,1.02969002723694,High Income,Central & West Asia,0.008255170546482475,-0.0001149303528571897
1999,1.0246000289917,High Income,Central & West Asia,0.008255170546482475,-0.0001149303528571897
1998,1.0246399641037,High Income,Central & West Asia,0.008255170546482475,-0.0001149303528571897
1997,1.02515995502472,High Income,Central & West Asia,0.008255170546482475,-0.0001149303528571897
1996,1.01893997192383,High Income,Central & West Asia,0.008255170546482475,-0.0001149303528571897
1995,1.02302002906799,High Income,Central & West Asia,0.008255170546482475,-0.0001149303528571897
1994,1.03719997406006,High Income,Central & West Asia,0.008255170546482475,-0.0001149303528571897
1993,1.03960001468658,High Income,Central & West Asia,0.008255170546482475,-0.0001149303528571897
1992,1.03640997409821,High Income,Central & West Asia,0.008255170546482475,-0.0001149303528571897
1991,1.02438998222351,High Income,Central & West Asia,0.008255170546482475,-0.0001149303528571897
1990,1.02781999111176,High Income,Central & West Asia,0.008255170546482475,-0.0001149303528571897
1989,1.01013994216919,High Income,Central & West Asia,0.008255170546482475,-0.0001149303528571897
1988,0.999239981174469,High Income,Central & West Asia,0.008255170546482475,-0.0001149303528571897
1987,0.99506002664566,High Income,Central & West Asia,0.008255170546482475,-0.0001149303528571897
1986,0.989109992980957,High Income,Central & West Asia,0.008255170546482475,-0.0001149303528571897
1985,0.967490017414093,High Income,Central & West Asia,0.008255170546482475,-0.0001149303528571897
1984,0.938099980354309,High Income,Central & West Asia,0.008255170546482475,-0.0001149303528571897
1983,0.908990025520325,High Income,Central & West Asia,0.008255170546482475,-0.0001149303528571897
1982,0.861760020256042,High Income,Central & West Asia,0.008255170546482475,-0.0001149303528571897
